Año Censal,Entidad,Actividad económica,UE Unidades económicas,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),,,
2013,31 Yucatán,Subsector 516 Radio y televisión y provisión de contenido,24,538,177.508,104.948,,,
2013,31 Yucatán,Subsector 517 Telecomunicaciones,90,2590,62274.234,9914.194,,,
2013,31 Yucatán,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",9,62,84.086,14.08,,,
2013,31 Yucatán,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2013,31 Yucatán,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,53,506,87.551,61.564,,,
2013,32 Zacatecas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2013,32 Zacatecas,"Subsector 512 Industria fílmica y del video, e industria del sonido",10,,,,,,
2013,32 Zacatecas,Subsector 516 Radio y televisión y provisión de contenido,31,403,83.922,49.447,,,
2013,32 Zacatecas,Subsector 517 Telecomunicaciones,69,723,272.994,141.345,,,
2013,32 Zacatecas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2013,32 Zacatecas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,17,122,19.472,16.531,,,
2008,00 Total Nacional,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",728,312913,119471.474,60357.088,,,
2008,00 Total Nacional,"Subsector 512 Industria fílmica y del video, e industria del sonido",1100,23137,16919.315,2878.423,,,
2008,00 Total Nacional,Rama 5132 Edición de software,74,1612,1968.374,261.648,,,
2008,00 Total Nacional,Subsector 516 Radio y televisión y provisión de contenido,1566,37304,33529.151,13082.361,,,
2008,00 Total Nacional,Subsector 517 Telecomunicaciones,7116,165918,363220.056,141744.994,,,
2008,00 Total Nacional,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",84,17379,3804.611,1772.25,,,
2008,00 Total Nacional,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,41,1244,1094.53,358.868,,,
2008,00 Total Nacional,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,2146,37529,19757.701,10320.6,,,
2008,01 Aguascalientes,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",7,5869,5704.708,1762.396,,,
2008,01 Aguascalientes,"Subsector 512 Industria fílmica y del video, e industria del sonido",14,177,96.859,60.979,,,
2008,01 Aguascalientes,Rama 5132 Edición de software,1,,,,,,
2008,01 Aguascalientes,Subsector 516 Radio y televisión y provisión de contenido,16,287,122.546,69.69,,,
2008,01 Aguascalientes,Subsector 517 Telecomunicaciones,63,1521,2877.509,1254.286,,,
2008,01 Aguascalientes,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2008,01 Aguascalientes,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2008,01 Aguascalientes,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,21,177,41.572,23.07,,,
2008,02 Baja California,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",132,73385,23516.549,11542.756,,,
2008,02 Baja California,"Subsector 512 Industria fílmica y del video, e industria del sonido",26,570,355.189,228.927,,,
2008,02 Baja California,Rama 5132 Edición de software,2,,,,,,
2008,02 Baja California,Subsector 516 Radio y televisión y provisión de contenido,60,941,383.572,125.28,,,
2008,02 Baja California,Subsector 517 Telecomunicaciones,167,4958,12291.579,4871.878,,,
2008,02 Baja California,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2008,02 Baja California,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,61,883,362.78,107.797,,,
2008,03 Baja California Sur,"Subsector 512 Industria fílmica y del video, e industria del sonido",6,,,,,,
2008,03 Baja California Sur,Subsector 516 Radio y televisión y provisión de contenido,21,81,20.718,-0.203,,,
2008,03 Baja California Sur,Subsector 517 Telecomunicaciones,58,1040,2555.346,830.488,,,
2008,03 Baja California Sur,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,03 Baja California Sur,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,10,86,18.701,14.012,,,
2008,04 Campeche,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2008,04 Campeche,"Subsector 512 Industria fílmica y del video, e industria del sonido",8,,,,,,
2008,04 Campeche,Rama 5132 Edición de software,1,,,,,,
2008,04 Campeche,Subsector 516 Radio y televisión y provisión de contenido,38,368,62.118,18.617,,,
2008,04 Campeche,Subsector 517 Telecomunicaciones,61,1158,1563.402,777.963,,,
2008,04 Campeche,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,04 Campeche,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,58,61.752,31.789,,,
2008,05 Coahuila de Zaragoza,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",17,2631,584.753,415.541,,,
2008,05 Coahuila de Zaragoza,"Subsector 512 Industria fílmica y del video, e industria del sonido",36,442,159.908,85.465,,,
2008,05 Coahuila de Zaragoza,Subsector 516 Radio y televisión y provisión de contenido,79,1001,223.445,59.419,,,
2008,05 Coahuila de Zaragoza,Subsector 517 Telecomunicaciones,115,3428,7241.399,2839.237,,,
2008,05 Coahuila de Zaragoza,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2008,05 Coahuila de Zaragoza,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,05 Coahuila de Zaragoza,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,64,693,141.555,99.567,,,
2008,06 Colima,"Subsector 512 Industria fílmica y del video, e industria del sonido",7,,,,,,
2008,06 Colima,Subsector 516 Radio y televisión y provisión de contenido,23,328,72.273,29.344,,,
2008,06 Colima,Subsector 517 Telecomunicaciones,44,965,2006.168,768.973,,,
2008,06 Colima,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,17,,,,,,
2008,07 Chiapas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,,,,,,
2008,07 Chiapas,"Subsector 512 Industria fílmica y del video, e industria del sonido",22,439,227.184,113.937,,,
2008,07 Chiapas,Subsector 516 Radio y televisión y provisión de contenido,85,609,60.58,15.17,,,
2008,07 Chiapas,Subsector 517 Telecomunicaciones,178,1901,3649.205,1551.057,,,
2008,07 Chiapas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2008,07 Chiapas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,47,147,72.09,54.439,,,
2008,08 Chihuahua,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",97,76721,23030.227,17688.963,,,
2008,08 Chihuahua,"Subsector 512 Industria fílmica y del video, e industria del sonido",21,377,229.016,144.419,,,
2008,08 Chihuahua,Rama 5132 Edición de software,1,,,,,,
2008,08 Chihuahua,Subsector 516 Radio y televisión y provisión de contenido,84,1150,346.674,138.455,,,
2008,08 Chihuahua,Subsector 517 Telecomunicaciones,132,5162,13859.168,5158.237,,,
2008,08 Chihuahua,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",15,11069,1217.943,897.456,,,
2008,08 Chihuahua,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2008,08 Chihuahua,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,54,1301,540.604,172.111,,,
2008,09 Ciudad de México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",91,3772,2111.892,449.426,,,
2008,09 Ciudad de México,"Subsector 512 Industria fílmica y del video, e industria del sonido",352,9278,9822.286,1921.667,,,
2008,09 Ciudad de México,Rama 5132 Edición de software,31,843,1601.769,119.186,,,
2008,09 Ciudad de México,Subsector 516 Radio y televisión y provisión de contenido,103,16858,25822.955,9481.042,,,
2008,09 Ciudad de México,Subsector 517 Telecomunicaciones,767,46851,122717.776,44765.93,,,
2008,09 Ciudad de México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",31,2737,2099.437,599.788,,,
2008,09 Ciudad de México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,12,957,971.655,359.911,,,
2008,09 Ciudad de México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,570,19069,11351.572,6298.592,,,
2008,10 Durango,"Subsector 512 Industria fílmica y del video, e industria del sonido",9,,,,,,
2008,10 Durango,Subsector 516 Radio y televisión y provisión de contenido,22,308,121.038,72.464,,,
2008,10 Durango,Subsector 517 Telecomunicaciones,48,1323,3190.455,1288.662,,,
2008,10 Durango,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,12,,,,,,
2008,11 Guanajuato,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",7,424,151.003,76.396,,,
2008,11 Guanajuato,"Subsector 512 Industria fílmica y del video, e industria del sonido",21,318,183.27,121.147,,,
2008,11 Guanajuato,Rama 5132 Edición de software,3,,,,,,
2008,11 Guanajuato,Subsector 516 Radio y televisión y provisión de contenido,53,735,321.275,203.915,,,
2008,11 Guanajuato,Subsector 517 Telecomunicaciones,397,8691,13782.299,7115.616,,,
2008,11 Guanajuato,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2008,11 Guanajuato,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,73,705,105.972,79.668,,,
2008,12 Guerrero,"Subsector 512 Industria fílmica y del video, e industria del sonido",24,268,107.218,75.689,,,
2008,12 Guerrero,Subsector 516 Radio y televisión y provisión de contenido,52,699,144.561,29.336,,,
2008,12 Guerrero,Subsector 517 Telecomunicaciones,149,2284,4637.387,2069.147,,,
2008,12 Guerrero,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,12,33,2.841,1.375,,,
2008,13 Hidalgo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,,,,,,
2008,13 Hidalgo,"Subsector 512 Industria fílmica y del video, e industria del sonido",14,,,,,,
2008,13 Hidalgo,Subsector 516 Radio y televisión y provisión de contenido,29,478,69.667,44.553,,,
2008,13 Hidalgo,Subsector 517 Telecomunicaciones,249,2238,3272.918,1452.809,,,
2008,13 Hidalgo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,13 Hidalgo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,55,20.613,3.902,,,
2008,14 Jalisco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",61,42294,23042.454,6946.426,,,
2008,14 Jalisco,"Subsector 512 Industria fílmica y del video, e industria del sonido",81,1476,938.798,422.216,,,
2008,14 Jalisco,Rama 5132 Edición de software,9,347,163.715,19.879,,,
2008,14 Jalisco,Subsector 516 Radio y televisión y provisión de contenido,59,890,604.026,382.316,,,
2008,14 Jalisco,Subsector 517 Telecomunicaciones,467,9457,21962.543,9255.355,,,
2008,14 Jalisco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,50,31.684,15.053,,,
2008,14 Jalisco,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,14 Jalisco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,156,1637,916.172,718.52,,,
2008,15 México,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",47,4937,5743.761,1713.779,,,
2008,15 México,"Subsector 512 Industria fílmica y del video, e industria del sonido",75,2493,1872.073,932.669,,,
2008,15 México,Rama 5132 Edición de software,1,,,,,,
2008,15 México,Subsector 516 Radio y televisión y provisión de contenido,35,853,371.067,106.959,,,
2008,15 México,Subsector 517 Telecomunicaciones,1064,13744,25276.139,11542.921,,,
2008,15 México,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2008,15 México,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,15 México,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,104,737,247.431,136.708,,,
2008,16 Michoacán de Ocampo,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",3,,,,,,
2008,16 Michoacán de Ocampo,"Subsector 512 Industria fílmica y del video, e industria del sonido",39,1414,136.588,-2989.978,,,
2008,16 Michoacán de Ocampo,Rama 5132 Edición de software,1,,,,,,
2008,16 Michoacán de Ocampo,Subsector 516 Radio y televisión y provisión de contenido,82,1102,333.198,178.322,,,
2008,16 Michoacán de Ocampo,Subsector 517 Telecomunicaciones,383,4255,6828.71,3072.407,,,
2008,16 Michoacán de Ocampo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,38,180,19.383,9.355,,,
2008,17 Morelos,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",11,1301,1706.94,667.934,,,
2008,17 Morelos,"Subsector 512 Industria fílmica y del video, e industria del sonido",18,415,319.359,241.316,,,
2008,17 Morelos,Subsector 516 Radio y televisión y provisión de contenido,15,353,89.393,47.312,,,
2008,17 Morelos,Subsector 517 Telecomunicaciones,204,2769,4521.47,2131.938,,,
2008,17 Morelos,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,26,153,97.757,25.861,,,
2008,18 Nayarit,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2008,18 Nayarit,"Subsector 512 Industria fílmica y del video, e industria del sonido",6,,,,,,
2008,18 Nayarit,Subsector 516 Radio y televisión y provisión de contenido,28,347,70.427,28.768,,,
2008,18 Nayarit,Subsector 517 Telecomunicaciones,108,1327,2045.628,1001.184,,,
2008,18 Nayarit,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,8,,,,,,
2008,19 Nuevo León,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",48,14192,4196.281,2594.722,,,
2008,19 Nuevo León,"Subsector 512 Industria fílmica y del video, e industria del sonido",69,935,445.009,283.337,,,
2008,19 Nuevo León,Rama 5132 Edición de software,6,63,48.257,22.018,,,
2008,19 Nuevo León,Subsector 516 Radio y televisión y provisión de contenido,52,1424,1628.362,714.21,,,
2008,19 Nuevo León,Subsector 517 Telecomunicaciones,226,11177,24075.195,7233.716,,,
2008,19 Nuevo León,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,989,248.318,192.661,,,
2008,19 Nuevo León,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,6,108,113.791,-2.429,,,
2008,19 Nuevo León,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,236,5061,3687.407,1121.22,,,
2008,20 Oaxaca,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2008,20 Oaxaca,"Subsector 512 Industria fílmica y del video, e industria del sonido",16,202,121.852,70.812,,,
2008,20 Oaxaca,Subsector 516 Radio y televisión y provisión de contenido,72,596,69.672,32.247,,,
2008,20 Oaxaca,Subsector 517 Telecomunicaciones,139,2030,3271.32,1477.995,,,
2008,20 Oaxaca,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,35,,,,,,
2008,21 Puebla,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",17,152,47.767,22.027,,,
2008,21 Puebla,"Subsector 512 Industria fílmica y del video, e industria del sonido",43,483,245.208,135.189,,,
2008,21 Puebla,Rama 5132 Edición de software,1,,,,,,
2008,21 Puebla,Subsector 516 Radio y televisión y provisión de contenido,50,789,324.977,149.773,,,
2008,21 Puebla,Subsector 517 Telecomunicaciones,341,6851,12278.009,3797.628,,,
2008,21 Puebla,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,3,,,,,,
2008,21 Puebla,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,92,1121,256.335,189.236,,,
2008,22 Querétaro,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",31,4161,6083.06,1906.728,,,
2008,22 Querétaro,"Subsector 512 Industria fílmica y del video, e industria del sonido",17,225,149.051,79.341,,,
2008,22 Querétaro,Rama 5132 Edición de software,6,78,35.993,26.927,,,
2008,22 Querétaro,Subsector 516 Radio y televisión y provisión de contenido,19,221,84.698,55.168,,,
2008,22 Querétaro,Subsector 517 Telecomunicaciones,143,2744,7958.431,2973.509,,,
2008,22 Querétaro,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2008,22 Querétaro,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,22 Querétaro,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,49,1717,798.476,577.94,,,
2008,23 Quintana Roo,"Subsector 512 Industria fílmica y del video, e industria del sonido",17,396,246.439,167.916,,,
2008,23 Quintana Roo,Rama 5132 Edición de software,2,,,,,,
2008,23 Quintana Roo,Subsector 516 Radio y televisión y provisión de contenido,27,413,166.247,53.205,,,
2008,23 Quintana Roo,Subsector 517 Telecomunicaciones,89,1871,3856.965,1547.624,,,
2008,23 Quintana Roo,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",2,,,,,,
2008,23 Quintana Roo,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2008,23 Quintana Roo,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,16,126,22.828,8.583,,,
2008,24 San Luis Potosí,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",10,752,206.343,69.167,,,
2008,24 San Luis Potosí,"Subsector 512 Industria fílmica y del video, e industria del sonido",12,,,,,,
2008,24 San Luis Potosí,Subsector 516 Radio y televisión y provisión de contenido,47,448,116.774,68.629,,,
2008,24 San Luis Potosí,Subsector 517 Telecomunicaciones,150,2455,4167.917,1961.836,,,
2008,24 San Luis Potosí,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,36,,,,,,
2008,25 Sinaloa,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2008,25 Sinaloa,"Subsector 512 Industria fílmica y del video, e industria del sonido",24,240,53.276,31.098,,,
2008,25 Sinaloa,Rama 5132 Edición de software,1,,,,,,
2008,25 Sinaloa,Subsector 516 Radio y televisión y provisión de contenido,40,750,281.148,213.738,,,
2008,25 Sinaloa,Subsector 517 Telecomunicaciones,167,3087,7044.411,2796.593,,,
2008,25 Sinaloa,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,25 Sinaloa,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,48,,,,,,
2008,26 Sonora,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",65,22460,7757.554,3517.091,,,
2008,26 Sonora,"Subsector 512 Industria fílmica y del video, e industria del sonido",21,373,160.656,92.359,,,
2008,26 Sonora,Rama 5132 Edición de software,2,,,,,,
2008,26 Sonora,Subsector 516 Radio y televisión y provisión de contenido,75,1028,256.402,149.182,,,
2008,26 Sonora,Subsector 517 Telecomunicaciones,148,4610,10477.341,3684.146,,,
2008,26 Sonora,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",3,,,,,,
2008,26 Sonora,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2008,26 Sonora,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,79,962,174.89,138.019,,,
2008,27 Tabasco,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2008,27 Tabasco,"Subsector 512 Industria fílmica y del video, e industria del sonido",9,,,,,,
2008,27 Tabasco,Subsector 516 Radio y televisión y provisión de contenido,26,274,81.885,24.954,,,
2008,27 Tabasco,Subsector 517 Telecomunicaciones,104,1937,3539.8,1590.627,,,
2008,27 Tabasco,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2008,27 Tabasco,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,30,,,,,,
2008,28 Tamaulipas,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",62,59176,15183.104,10837.972,,,
2008,28 Tamaulipas,"Subsector 512 Industria fílmica y del video, e industria del sonido",25,385,204.311,140.672,,,
2008,28 Tamaulipas,Rama 5132 Edición de software,2,,,,,,
2008,28 Tamaulipas,Subsector 516 Radio y televisión y provisión de contenido,100,1316,413.14,108.58,,,
2008,28 Tamaulipas,Subsector 517 Telecomunicaciones,248,4845,10492.324,3935.03,,,
2008,28 Tamaulipas,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2008,28 Tamaulipas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,51,328,191.368,79.401,,,
2008,29 Tlaxcala,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",1,,,,,,
2008,29 Tlaxcala,"Subsector 512 Industria fílmica y del video, e industria del sonido",6,39,12.851,2.592,,,
2008,29 Tlaxcala,Subsector 516 Radio y televisión y provisión de contenido,11,105,9.979,7.248,,,
2008,29 Tlaxcala,Subsector 517 Telecomunicaciones,122,976,1364.589,607.656,,,
2008,29 Tlaxcala,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,29 Tlaxcala,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,14,74,17.514,8.963,,,
2008,30 Veracruz de Ignacio de la Llave,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",6,43,9.787,2.531,,,
2008,30 Veracruz de Ignacio de la Llave,"Subsector 512 Industria fílmica y del video, e industria del sonido",37,569,202.238,125.01,,,
2008,30 Veracruz de Ignacio de la Llave,Rama 5132 Edición de software,1,,,,,,
2008,30 Veracruz de Ignacio de la Llave,Subsector 516 Radio y televisión y provisión de contenido,111,1628,583.605,330.031,,,
2008,30 Veracruz de Ignacio de la Llave,Subsector 517 Telecomunicaciones,375,6577,11186.594,4997.308,,,
2008,30 Veracruz de Ignacio de la Llave,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",5,34,19.385,4.531,,,
2008,30 Veracruz de Ignacio de la Llave,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,2,,,,,,
2008,30 Veracruz de Ignacio de la Llave,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,89,556,168.278,89.908,,,
2008,31 Yucatán,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",2,,,,,,
2008,31 Yucatán,"Subsector 512 Industria fílmica y del video, e industria del sonido",18,500,153.681,92.569,,,
2008,31 Yucatán,Rama 5132 Edición de software,3,,,,,,
2008,31 Yucatán,Subsector 516 Radio y televisión y provisión de contenido,23,473,144.839,101.409,,,
2008,31 Yucatán,Subsector 517 Telecomunicaciones,106,2278,6936.861,2363.532,,,
2008,31 Yucatán,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",4,170,19.054,12.118,,,
2008,31 Yucatán,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,53,,,,,,
2008,32 Zacatecas,"Subsector 512 Industria fílmica y del video, e industria del sonido",7,,,,,,
2008,32 Zacatecas,Subsector 516 Radio y televisión y provisión de contenido,29,451,127.89,43.228,,,
2008,32 Zacatecas,Subsector 517 Telecomunicaciones,104,1408,2291.198,1029.706,,,
2008,32 Zacatecas,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2008,32 Zacatecas,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,15,,,,,,
2003,00 Total Nacional,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",791,262861,127402.199,47108.732,,,
2003,00 Total Nacional,"Subsector 512 Industria fílmica y del video, e industria del sonido",1214,28103,28325.87,15440.363,,,
2003,00 Total Nacional,Rama 5132 Edición de software,108,2194,715.842,389.827,,,
2003,00 Total Nacional,Subsector 516 Radio y televisión y provisión de contenido,1622,30610,17795.006,7816.28,,,
2003,00 Total Nacional,Subsector 517 Telecomunicaciones,1814,117810,212168.55,125239.932,,,
2003,00 Total Nacional,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",229,18910,3573.883,1688.626,,,
2003,00 Total Nacional,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,709,3755,1960.172,698.122,,,
2003,00 Total Nacional,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,1660,28489,12415.361,5353.831,,,
2003,01 Aguascalientes,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",5,,,,,,
2003,01 Aguascalientes,"Subsector 512 Industria fílmica y del video, e industria del sonido",12,119,80.549,22.719,,,
2003,01 Aguascalientes,Rama 5132 Edición de software,4,,,,,,
2003,01 Aguascalientes,Subsector 516 Radio y televisión y provisión de contenido,11,,,,,,
2003,01 Aguascalientes,Subsector 517 Telecomunicaciones,31,439,642.585,211.343,,,
2003,01 Aguascalientes,"Subsector 518 Provisión de infraestructura de servicios de cómputo, procesamiento de datos, hospedaje de páginas de internet y otros servicios relacionados",1,,,,,,
2003,01 Aguascalientes,Subrama 51929 Portales de búsqueda en la red y otros servicios de suministro de información,1,,,,,,
2003,01 Aguascalientes,Subrama 54151 Servicios de diseño de sistemas de cómputo y servicios relacionados,26,147,33.493,18.904,,,
2003,02 Baja California,"Subsector 334 Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",171,71639,17479.633,10902.94,,,
