Empresa,Año,Activos_Millones,Capital_Accs_Millones,Ingresos_Millones,Ingreso_%_cambio_Año_Anterior,Utilidad_Millones,Utilidad_%_Ventas,Utilidad_%_Año_Anterior,Utilidad_%_Activos,Valor_Mercado_Millones,Cambio_%_Valor_Mercado,Empleados,Ventas_empleado,Resultados_Empleado,ROE,Rotación_Activos,Multiplicador_Capital,Industria,Vía de desarrollo
Integer Holding,2015,2982.136,850.625,638.995,-7.094056736,-7.594,-1.188428704,-113.6932453,-0.254649687,1600,30.08130081,9559,66847.47359,-794.4345643,-0.008927553,0.214274265,3.505817487,My/oS electrónicos,Neoliberal predominante
Integer Holding,2016,2832.543,725.239,1075.502,68.31148914,5.961,0.554252805,-178.4961812,0.210446938,910,-43.125,9400,114415.1064,634.1489362,0.008219359,0.379694854,3.905668338,My/oS electrónicos,Neoliberal predominante
Integer Holding,2017,2848.345,893.381,1136.08,5.632532529,66.679,5.869216957,1018.587485,2.340973442,1440,58.24175824,9700,117121.6495,6874.123711,0.074636689,0.398856178,3.188275775,My/oS electrónicos,Neoliberal predominante
Integer Holding,2018,2326.681,1060.493,1215.012,6.947750158,167.964,13.824061,151.8993986,7.219038622,2470,71.52777778,8250,147274.1818,20359.27273,0.158382941,0.522208244,2.193961676,My/oS electrónicos,Neoliberal predominante
Integer Holding,2019,2353.093,1152.488,1258.094,3.545808601,96.336,7.657297467,-42.64485247,4.094015834,2630,6.477732794,8250,152496.2424,11677.09091,0.083589591,0.534655451,2.041750543,My/oS electrónicos,Neoliberal predominante
Integer Holding,2020,2371.857,1271.055,1073.442,-14.6771227,77.258,7.197221648,-19.80360405,3.257279001,2660,1.140684411,7500,143125.6,10301.06667,0.060782578,0.452574502,1.86605379,My/oS electrónicos,Neoliberal predominante
Integer Holding,2021,2582.215,1354.697,1221.079,13.75360755,96.808,7.928070174,25.3048228,3.749029419,2820,6.015037594,9000,135675.4444,10756.44444,0.071460998,0.472880453,1.906119966,My/oS electrónicos,Neoliberal predominante
Integer Holding,2022,2794.386,1417.456,1376.096,12.69508361,66.377,4.823573355,-31.43438559,2.375369759,2260,-19.85815603,10000,137609.6,6637.7,0.046828261,0.49245022,1.971409342,My/oS electrónicos,Neoliberal predominante
Integer Holding,2023,2942.65,1519.04,1555.66,13.04879892,90.65,5.827108751,36.56838965,3.080556641,3300,46.01769912,10000,155566,9065,0.059675848,0.528659542,1.937177428,My/oS electrónicos,Neoliberal predominante
Integer Holding,2024,3077.97,1619.21,1716.6,10.34544823,119.9,6.984737271,32.26696084,3.895424582,4520,36.96969697,11000,156054.5455,10900,0.074048456,0.557705241,1.900908468,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2011,29676,11042,40833,19.02929602,1624,3.977175324,8.920187793,5.472435638,31780,13.25730577,162000,252055.5556,10024.69136,0.147074805,1.375960372,2.687556602,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2012,30884,11625,40604,-0.560820905,1184,2.91596887,-27.09359606,3.833700298,20010,-37.03587162,170000,238847.0588,6964.705882,0.101849462,1.314726072,2.656688172,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2013,31518,12314,41410,1.985026106,1178,2.844723497,-0.506756757,3.737546799,27250,36.18190905,170000,243588.2353,6929.411765,0.095663472,1.313852402,2.559525743,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2014,32804,11311,42828,3.424293649,1215,2.836929112,3.140916808,3.703816608,28820,5.76146789,168000,254928.5714,7232.142857,0.107417558,1.305572491,2.90018566,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2015,29673,10335,36866,-13.92079948,-632,-1.714316715,-152.0164609,-2.129882385,20670,-28.27897294,139000,265223.0216,-4546.76259,-0.061151427,1.242408924,2.871117562,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2016,63179,24118,20837,-43.47908642,-652,-3.129049287,3.164556962,-1.031988477,38580,86.64731495,209000,99698.56459,-3119.617225,-0.027033751,0.329808956,2.619578738,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2017,51884,20447,30172,44.80011518,1819,6.028768395,-378.9877301,3.505897772,35260,-8.605495075,121000,249355.3719,15033.05785,0.088961706,0.581528024,2.537487162,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2018,48797,21164,31400,4.069998674,2383,7.589171975,31.00604728,4.883496936,27060,-23.25581395,122000,257377.0492,19532.78689,0.112596863,0.643482181,2.305660556,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2019,42287,19766,23968,-23.66878981,5674,23.67323097,138.1032312,13.41783527,31100,14.92978566,104000,230461.5385,54557.69231,0.287058585,0.566793577,2.139380755,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2020,40815,17447,22317,-6.888351135,631,2.827440964,-88.87909764,1.546000245,33720,8.424437299,97000,230072.1649,6505.154639,0.036166676,0.54678427,2.339370665,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2021,41890,17562,23668,6.05368105,1870,7.900963326,196.3549921,4.464072571,57260,69.81020166,101000,234336.6337,18514.85149,0.1064799,0.565003581,2.385263637,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2022,42158,16268,25299,6.891161061,1723,6.810545871,-7.860962567,4.087006025,43940,-23.26231226,102000,248029.4118,16892.15686,0.10591345,0.600099625,2.591467912,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2023,42242,16545,22331,-11.731689,1849,8.279969549,7.312826465,4.377160172,39210,-10.76467911,100000,223310,18490,0.111755817,0.528644477,2.553158054,My/oS electrónicos,Neoliberal predominante
Johnson Controls,2024,42695,16098,22952,2.780887555,1705,7.428546532,-7.78799351,3.993441855,52850,34.78704412,94000,244170.2128,18138.29787,0.105913778,0.537580513,2.652192819,My/oS electrónicos,Neoliberal predominante
Kia,2011,26270.0019,11730.2019,38987.8019,25.8019,3083.2019,7.908119334,32.9019,11.73658804,22910,28.41928251,45312,860429.9501,68043.82724,0.262843038,1.484118732,2.239518307,OEM,Asiática
Kia,2012,30266.1,15739.2,41945.8,7.6,3431.4,8.180556814,11.29339276,11.33743693,22040,-3.797468354,47083,890890.555,72879.808,0.218016163,1.385900397,1.922975755,OEM,Asiática
Kia,2013,34289.3,19195.2019,43486.4,3.672834944,3487.3,8.019288789,1.629072682,10.17022803,21540,-2.268602541,48089,904289.9624,72517.62357,0.181675609,1.268220699,1.786347452,OEM,Asiática
Kia,2014,37346.9,20458.5,44730.7,2.861354354,2843.2,6.356260913,-18.46987641,7.612947795,19290,-10.44568245,48936,914065.3098,58100.376,0.138974021,1.197708511,1.825495515,OEM,Asiática
Kia,2015,39222.1,20646.6,43792.4,-2.097664468,2326.3,5.31210895,-18.18021947,5.931094969,17940,-6.99844479,50348,869794.2321,46204.41726,0.112672304,1.116523593,1.899688084,OEM,Asiática
Kia,2016,42140.8,22010.1,45425,3.728044136,2373.8,5.225756742,2.041869062,5.633020731,13050,-27.25752508,51357,884494.8108,46221.54721,0.107850487,1.077933974,1.914611928,OEM,Asiática
Kia,2017,45081.41207,23156.18707,46151.44828,1.599225704,834.1831439,1.807490718,-64.85874362,1.850392669,12550,-3.831417625,51357,898639.8792,16242.83241,0.036024201,1.023735641,1.9468409,OEM,Asiática
Kia,2018,46416.2,24418.3,49238.4,6.688742909,1050.7,2.13390362,25.95555397,2.263649329,12100,-3.585657371,52578,936482.9396,19983.64335,0.043029204,1.060802048,1.90087762,OEM,Asiática
Kia,2019,47863.7,25061.1,49894.4,1.332293495,1567.4,3.14143471,49.17673932,3.274715494,15350,26.85950413,52448,951311.7755,29884.83832,0.062543145,1.042426724,1.909880253,OEM,Asiática
Kia,2020,55653.6,27501.5,50155.1,0.522503527,1261,2.514200949,-19.54829654,2.265801314,23020,49.96742671,51899,966398.1965,24297.19262,0.045852044,0.90120136,2.023656891,OEM,Asiática
Kia,2021,56251.2,29375.5,61049.8,21.7220183,4160,6.814109137,229.8969072,7.395397787,27720,20.41702867,51975,1174599.327,80038.48004,0.141614611,1.085306625,1.914901874,OEM,Asiática
Kia,2022,57051.8305,30447.32043,67054.6,9.835904458,4190.5,6.24938483,0.733173077,7.345075458,18740,-32.3953824,35847,1870577.733,116899.6011,0.137631159,1.175327758,1.873788224,OEM,Asiática
Kia,2023,61783.77471,35672.3249,76481.54789,14.05861476,6725.64751,8.793817195,60.49749456,10.88578278,30510,62.80683031,35741,2139882.709,188177.3736,0.188539646,1.237890502,1.731980601,OEM,Asiática
Kia,2024,68202.84853,41052.32721,79006.43529,3.301302695,7185.997794,9.095458829,6.844698356,10.53621359,27150,-11.01278269,35747,2210155.686,201023.8004,0.175044834,1.158403747,1.661363756,OEM,Asiática
Kyocera,2011,24423.7,17820.1,15896.2,29.94629238,1536.4,9.665203004,236.3397548,6.290611169,14620,-21.6925549,66608,238653.0147,23066.29834,0.086217249,0.650851427,1.370570311,My/oS electrónicos,Asiática
Kyocera,2012,24982.5,18410.2,14919.4,-6.14486481,994.2,6.663806856,-35.29028899,3.97958571,16580,13.40629275,71489,208695.044,13907.03465,0.054002672,0.597194036,1.356992319,My/oS electrónicos,Asiática
Kyocera,2013,23389.9,16866.4,13115.3,-12.09230934,681.1,5.193171334,-31.49265741,2.911940624,18350,10.67551267,71645,183059.5296,9506.595017,0.040382061,0.560724928,1.38677489,My/oS electrónicos,Asiática
Kyocera,2014,24909.8,18045.2,13673.8,4.258385245,838.5,6.132165163,23.10967552,3.366145051,17060,-7.029972752,69789,195930.5908,12014.78743,0.04646665,0.548932549,1.380411411,My/oS electrónicos,Asiática
Kyocera,2015,24958.1,18300.9,12610.8,-7.773991136,957.2,7.590319409,14.15623137,3.835227842,17220,0.937866354,68185,184949.769,14038.27821,0.052303439,0.505278847,1.363763531,My/oS electrónicos,Asiática
Kyocera,2016,28436.7,20987.4,13594.5,7.800456751,1001.9,7.369892236,4.669870455,3.523263951,18380,6.736353078,69229,196370.0183,14472.25874,0.047738167,0.4780618,1.354941536,My/oS electrónicos,Asiática
Kyocera,2017,27732.4,20811.5,12685,-6.690205598,925.8,7.298383918,-7.59556842,3.338333502,24010,30.63112078,70153,180819.0669,13196.8697,0.04448502,0.45740722,1.332551714,My/oS electrónicos,Asiática
Kyocera,2018,28333,21061.2,14280.9,12.58100118,716.6,5.017891029,-22.59667315,2.529206226,18050,-24.82299042,75940,188055.0435,9436.397156,0.034024652,0.504037695,1.345269975,My/oS electrónicos,Asiática
Kyocera,2019,27228.7,20784.4,14893.7,4.291046083,946.7,6.356378872,32.10996372,3.476846122,24900,37.9501385,76863,193769.4339,12316.71936,0.045548585,0.54698535,1.310054656,My/oS electrónicos,Asiática
Kyocera,2020,30440.9,22779.2,14976.6,0.556611185,1008.9,6.736508954,6.57019119,3.31429097,22230,-10.72289157,75505,198352.427,13362.029,0.044290405,0.491989396,1.336346316,My/oS electrónicos,Asiática
Kyocera,2021,31805.1,23592.6,13901.1,-7.181202676,821.3,5.908165541,-18.59450887,2.582290262,22410,0.809716599,78490,177106.6378,10463.75334,0.034811763,0.437071413,1.348096437,My/oS electrónicos,Asiática
Kyocera,2022,29775.5,21827,13977.9,0.552474265,1128.1,8.070597157,37.35541215,3.788685329,17580,-21.55287818,83001,168406.4047,13591.40251,0.051683695,0.469442998,1.364159069,My/oS electrónicos,Asiática
Kyocera,2023,29138.27758,21521.54448,14415.17438,3.128326696,910.9466192,6.319358999,-19.24947973,3.126288494,20550,16.89419795,81209,177507.1036,11217.31113,0.042327195,0.494716077,1.353912011,My/oS electrónicos,Asiática
Kyocera,2024,29377.47368,21221.01974,13185.66447,-8.529275272,664.9605263,5.043056629,-27.00334879,2.263504798,14140,-31.19221411,79185,166517.1999,8397.556688,0.031334994,0.448835888,1.384357305,My/oS electrónicos,Asiática
Lear Corporation,2011,7010.9,2561.1,14156.5,18.41885132,570.4,4.029244517,23.62375379,8.135902666,4070,-21.57996146,97830,144705.1007,5830.522335,0.222716801,2.01921294,2.737456562,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2012,8194.1,3612.2,14567,2.89972804,1317.2,9.04235601,130.9256662,16.07498078,4490,10.31941032,113400,128456.7901,11615.52028,0.36465312,1.777742522,2.268451359,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2013,8330.9,3149.5,16234,11.44367406,455.8,2.807687569,-65.39629517,5.47119759,6530,45.43429844,122300,132739.166,3726.901063,0.144721384,1.948649006,2.645150024,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2014,9113.1,3029.3,17727.3,9.19859554,672.4,3.793019806,47.52084247,7.378389352,7650,17.15160796,125200,141591.853,5370.607029,0.221965471,1.945254633,3.008318754,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2015,9405.8,3017.7,18211.4,2.730816312,745.5,4.09358973,10.87150506,7.925960578,9140,19.47712418,136200,133710.7195,5473.568282,0.24704245,1.936188309,3.116877092,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2016,9900.6,3192.9,18557.6,1.901007062,975.1,5.254451007,30.79812207,9.848898047,9290,1.641137856,148400,125051.2129,6570.754717,0.305396348,1.874391451,3.100817439,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2017,11945.9,4292.6,20467,10.289046,1313.4,6.41715933,34.69387755,10.99456717,11930,28.41765339,165000,124042.4242,7960,0.305968411,1.713307495,2.782905465,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2018,11600.7,4360.6,21148.5,3.32975033,1149.8,5.436792207,-12.4562205,9.91147086,7730,-35.20536463,169000,125139.0533,6803.550296,0.26367931,1.823036541,2.660344907,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2019,12680.7,4501.1,19810.3,-6.32763553,753.6,3.804081715,-34.45816664,5.942889588,8290,7.24450194,164100,120720.9019,4592.321755,0.16742574,1.562240255,2.817244674,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2020,13198.6,4614.9,17045.5,-13.95637623,158.5,0.929864187,-78.96762208,1.200884942,9540,15.07840772,174600,97626.00229,907.7892325,0.034345273,1.291462731,2.859996966,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2021,13352.4,4808.4,19263.1,13.00988531,373.9,1.941016763,135.8990536,2.800245649,10900,14.2557652,160100,120319.1755,2335.415365,0.077759754,1.442669483,2.776890442,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2022,13763,4830.3,20891.5,8.45346803,327.7,1.568580523,-12.35624499,2.38102158,7330,-32.75229358,168700,123838.1743,1942.501482,0.067842577,1.517946669,2.849305426,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2023,14695.5,4918.8,23465,12.31840701,572.5,2.439803963,74.70247177,3.8957504,8220,12.14188267,186600,125750.268,3068.060021,0.116390176,1.596747304,2.987618931,Autopartes electrónicas,Neoliberal predominante
Lear Corporation,2024,14027.5,4451.7,23301.9,-0.695077775,506.6,2.174071642,-11.51091703,3.611477455,5180,-36.98296837,173700,134150.2591,2916.52274,0.113799223,1.661158439,3.151043422,Autopartes electrónicas,Neoliberal predominante
LG Electronics,2011,28356.7019,11195.6019,48976.5019,1.5019,-423.9001,-0.865517306,-139.9001,-1.494885059,2470,-42.42424242,91045,537937.3046,-4655.940469,-0.037863092,1.727157907,2.532843,My/oS electrónicos,Asiática
LG Electronics,2012,29387.1,11634.7,45246.1,-7.616717722,59.3,0.13106102,-113.9891451,0.20178922,8290,235.6275304,86697,521887.7239,683.9913723,0.005096822,1.539658558,2.525815019,My/oS electrónicos,Asiática
LG Electronics,2013,33669.5,11125.1019,53118.3,17.39862662,161.5,0.304038345,172.3440135,0.479662603,7500,-9.529553679,85905,618337.6986,1879.983703,0.014516721,1.577638516,3.026444189,My/oS electrónicos,Asiática
LG Electronics,2014,33729.2,10663.7,57038.6,7.380319024,379.3,0.664988271,134.8606811,1.124544905,6900,-8,83000,687212.0482,4569.879518,0.035569268,1.691074796,3.162992207,My/oS electrónicos,Asiática
LG Electronics,2015,30976.6,9917.7,49996.2,-12.3467266,110,0.220016721,-70.99920907,0.355106758,6110,-11.44927536,77000,649301.2987,1428.571429,0.011091281,1.613998954,3.123365296,My/oS electrónicos,Asiática
LG Electronics,2016,31347.5,9926.4,47712.2,-4.568347194,66.2,0.13874858,-39.81818182,0.211181115,5740,-6.055646481,75000,636162.6667,882.6666667,0.006669084,1.52204163,3.157992827,My/oS electrónicos,Asiática
LG Electronics,2017,38731.5,12775.2,58400.81939,22.40227739,12057.22277,20.64563973,18113.32745,31.1302758,13200,129.9651568,72600,804418.9999,166077.4487,0.94379914,1.507837791,3.031772497,My/oS electrónicos,Asiática
LG Electronics,2018,39731.5,12775.2,55757.4,-4.526339561,1127.2,2.021615068,-90.6512468,2.837043656,7420,-43.78787879,72600,768008.2645,15526.1708,0.088233452,1.403355021,3.110049158,My/oS electrónicos,Asiática
LG Electronics,2019,38796.1,12393.1,53464.3,-4.112637964,26.8,0.050126907,-97.62242725,0.069079108,8970,20.88948787,74000,722490.5405,362.1621622,0.002162494,1.378084395,3.130459691,My/oS electrónicos,Asiática
LG Electronics,2020,44349.8,14203.1,53625.4,0.301322565,1668.5,3.111398703,6125.746269,3.76213647,17420,94.20289855,75000,715005.3333,22246.66667,0.117474354,1.209146377,3.12254367,My/oS electrónicos,Asiática
LG Electronics,2021,45002.2,14498.8,66861.8,24.68307929,901.6,1.348453078,-45.96344022,2.003457609,14720,-15.49942595,75000,891490.6667,12021.33333,0.062184457,1.485745141,3.103856871,My/oS electrónicos,Asiática
LG Electronics,2022,42969.14938,15097.5,64952.8,-2.855142996,926.8,1.42688229,2.795031056,2.156896316,11820,-19.70108696,74000,877740.5405,12524.32432,0.061387647,1.51161475,2.846110242,My/oS electrónicos,Asiática
LG Electronics,2023,46161.5272,18006.54866,63036.52414,-2.950259053,881.6942529,1.398703791,-4.866826406,1.910019677,13410,13.45177665,74000,851844.9208,11914.7872,0.0489652,1.365564095,2.563596616,My/oS electrónicos,Asiática
LG Electronics,2024,48257.05074,18537.98824,64506.01618,2.33117555,434.8272059,0.674087832,-50.68276736,0.90106461,9830,-26.69649515,74000,871702.9213,5876.043323,0.023456008,1.336716919,2.603143886,My/oS electrónicos,Asiática
Magna International,2011,14679.0019,8175.0019,28748.0019,19.3019,1018.0019,3.541122279,4.6019,6.935089367,7930,-37.41120758,108275,265509.1378,9402.003233,0.124526197,1.958443912,1.795596145,Autopartes electrónicas,Neoliberal predominante
Magna International,2012,17109,9429,30837,7.266585369,1433,4.64701495,40.76594553,8.375708691,11660,47.03656999,118975,259188.9052,12044.54717,0.15197794,1.80238471,1.814508431,Autopartes electrónicas,Neoliberal predominante
Magna International,2013,17990,9623.0019,34835,12.96494471,1561,4.481125305,8.932309839,8.677042802,18140,55.57461407,125150,278345.9848,12473.03236,0.162215493,1.93635353,1.869479003,Autopartes electrónicas,Neoliberal predominante
Magna International,2014,18139,8659,36641,5.184440936,1882,5.136322699,20.56374119,10.37543415,22290,22.87761852,131225,279222.7091,14341.77939,0.217346114,2.020012129,2.094814644,Autopartes electrónicas,Neoliberal predominante
Magna International,2015,19706,8966,33871,-7.559837341,2013,5.943137197,6.960680128,10.21516289,16310,-26.82817407,128975,262616.7862,15607.67591,0.224514834,1.718816604,2.197858577,Autopartes electrónicas,Neoliberal predominante
