Empresa,Año,Activos_Millones,Capital_Accs_Millones,Ingresos_Millones,Ingreso_%_cambio_Año_Anterior,Utilidad_Millones,Utilidad_%_Ventas,Utilidad_%_Año_Anterior,Utilidad_%_Activos,Valor_Mercado_Millones,Cambio_%_Valor_Mercado,Empleados,Ventas_empleado,Resultados_Empleado,ROE,Rotación_Activos,Multiplicador_Capital,Industria,Vía de desarrollo
Pegatron,2017,16039.8,5904.39,39219.7,9.483547473,526.13,1.341494198,-23.19157944,3.280153119,4994.472104,-0.596421471,156477,250641.9474,3362.347182,0.089108274,2.445148942,2.716588843,My/oS electrónicos,Asiática
Pegatron,2018,19377.59,6182.74,44435.67,13.29936231,368.62,0.829558776,-29.93746793,1.902300544,3812.283111,-23.66994886,156477,283975.7281,2355.745573,0.059620815,2.293147393,3.134142791,My/oS electrónicos,Asiática
Pegatron,2019,18448.5,6248.84,44180.67,-0.573863295,591.24,1.338232308,60.39281645,3.204813399,6167.744881,61.78611875,172995,255386.9765,3417.671031,0.094615961,2.39481096,2.952307948,My/oS electrónicos,Asiática
Pegatron,2020,23137.01,6725.96,47309.92,7.082848676,757.98,1.602158702,28.20174548,3.27604993,6445.548,4.504127913,169083,279802.937,4482.887103,0.112694693,2.044772423,3.439956527,My/oS electrónicos,Asiática
Pegatron,2021,24151.39,6932.66,45014.06,-4.852808882,893.12,1.984091193,17.82896646,3.698006616,6660,3.327133705,132157,340610.486,6758.022655,0.128827896,1.863828956,3.48371188,My/oS electrónicos,Asiática
Pegatron,2022,21366.25,7205.84,44248.89,-1.69984667,710.71,1.606164584,-20.4239072,3.326320716,5500,-17.41741742,161836,273418.0899,4391.544527,0.098629723,2.070971275,2.965129673,My/oS electrónicos,Asiática
Pegatron,2023,18176.36,6160.59,40356.76,-8.795994657,504.56,1.250249029,-29.00620506,2.775913329,7580,37.81818182,147360,273865.0923,3423.995657,0.081901246,2.220288331,2.950425203,My/oS electrónicos,Asiática
Pegatron,2024,20574.85,6314.78,35058.22,-13.12925022,525.77,1.499705347,4.203662597,2.555401376,7550,-0.395778364,98202,357001.0794,5353.964278,0.083260224,1.70393563,3.258205353,My/oS electrónicos,Asiática
Qualcomm,2011,36422,26972,14957,-14.47767168,4242,28.3613024,30.64367108,11.64680687,92270,14.11080881,21200,705518.8679,200094.3396,0.15727421,0.410658393,1.35036334,Semiconductores,Neoliberal predominante
Qualcomm,2012,43012,33545,19121,27.83980745,6059,31.68767324,42.83356907,14.08676648,106150,15.04280915,26600,718834.5865,227781.9549,0.180623044,0.444550358,1.282217916,Semiconductores,Neoliberal predominante
Qualcomm,2013,45516,36088.0019,24866,30.04549971,6853,27.5597201,13.10447269,15.05624396,125250,17.99340556,31000,802129.0323,221064.5161,0.189896909,0.546313384,1.261250211,Semiconductores,Neoliberal predominante
Qualcomm,2014,48574,39169,26487,6.518941527,7967,30.07890663,16.25565446,16.40177873,122940,-1.844311377,31300,846230.0319,254536.7412,0.203400648,0.54529172,1.240113355,Semiconductores,Neoliberal predominante
Qualcomm,2015,50796,31421,25281,-4.55317703,5271,20.84964993,-33.8395883,10.37680132,74720,-39.2223849,33000,766090.9091,159727.2727,0.16775405,0.497696669,1.616625823,Semiconductores,Neoliberal predominante
Qualcomm,2016,52359,31778,23554,-6.83121712,5705,24.22093912,8.23373174,10.89593002,96360,28.9614561,30500,772262.2951,187049.1803,0.179526717,0.449855803,1.647649317,Semiconductores,Neoliberal predominante
Qualcomm,2017,65486,30746,22291,-5.362146557,2466,11.06276076,-56.77475898,3.765690377,94740,-1.681195517,33800,659497.0414,72958.57988,0.080205555,0.340393367,2.129903077,Semiconductores,Neoliberal predominante
Qualcomm,2018,32686,928,22732,1.978376923,-4864,-21.39714939,-297.242498,-14.8809888,68860,-27.31686722,35400,642146.8927,-137401.1299,-5.24137931,0.695465949,35.22198276,Semiconductores,Neoliberal predominante
Qualcomm,2019,32957,4909,14639,-35.60179483,4386,29.96106291,-190.1726974,13.30825014,100840,46.44205635,37000,395648.6486,118540.5405,0.89346099,0.444184847,6.713587289,Semiconductores,Neoliberal predominante
Qualcomm,2020,35594,6077,16493,12.66479951,5198,31.5164009,18.51345189,14.60358487,172290,70.85481952,41000,402268.2927,126780.4878,0.855356261,0.463364612,5.857166365,Semiconductores,Neoliberal predominante
Qualcomm,2021,41240,9950,33566,103.5166434,9043,26.94095215,73.97075798,21.92774006,205720,19.40333159,45000,745911.1111,200955.5556,0.908844221,0.813918526,4.144723618,Semiconductores,Neoliberal predominante
Qualcomm,2022,49014,18013,44200,31.68086754,12936,29.26696833,43.04987283,26.3924593,123240,-40.09333074,51000,866666.6667,253647.0588,0.718148004,0.901783164,2.721034808,Semiconductores,Neoliberal predominante
Qualcomm,2023,51040,21581,35820,-18.95927602,7232,20.18983808,-44.09400124,14.169279,160970,30.61506005,50000,716400,144640,0.335109587,0.701802508,2.365043325,Semiconductores,Neoliberal predominante
Qualcomm,2024,55154,26274,38962,8.771635958,10142,26.03049125,40.23783186,18.38851217,174690,8.523327328,49000,795142.8571,206979.5918,0.386008982,0.706422018,2.099185507,Semiconductores,Neoliberal predominante
Quanta Computer,2011,22770.46,4096.94,37663.86,5.959871038,797.54,2.117520615,30.54523431,3.502520371,8080,0.123915737,108872,345946.2488,7325.483136,0.194667239,1.654066716,5.557918837,My/oS electrónicos,Asiática
Quanta Computer,2012,19087.86,4310.04,34611.51,-8.10418794,744.47,2.150931872,-6.654211701,3.900227684,9030,11.75742574,121917,283894.0427,6106.367447,0.172729255,1.813273463,4.428696717,My/oS electrónicos,Asiática
Quanta Computer,2013,18746.56,4403.32,29573.46,-14.55599597,619.39,2.094411679,-16.80121429,3.304019511,8920,-1.218161683,121917,242570.4373,5080.423567,0.140664317,1.577540626,4.257369439,My/oS electrónicos,Asiática
Quanta Computer,2014,20014.97,4612.75,30503.2,3.143832342,779.11,2.554191036,25.78666107,3.892636362,9950,11.5470852,120370,253411.9797,6472.62607,0.168903582,1.524019272,4.33905371,My/oS electrónicos,Asiática
Quanta Computer,2015,16664.81,4391.68,31577.45,3.521761651,505.05,1.599400838,-35.17603419,3.030637613,6380,-35.87939698,90167,350210.7201,5601.273193,0.115001548,1.894858087,3.794632123,My/oS electrónicos,Asiática
Quanta Computer,2016,18176.56,4323.28,27662.06,-12.39932293,460.74,1.665602634,-8.773388773,2.534803065,7200,12.85266458,92698,298410.5374,4970.333772,0.106571862,1.52185342,4.204344849,My/oS electrónicos,Asiática
Quanta Computer,2017,20150.99,4559.56,33548.5,21.27983238,426.36,1.270876492,-7.461909103,2.115826567,8000,11.11111111,109624,306032.4382,3889.294315,0.093509023,1.664856168,4.419503198,My/oS electrónicos,Asiática
Quanta Computer,2018,21868.52,4683.22,34089.1,1.611398423,524.2,1.537734936,22.94774369,2.397052933,6640,-17,112421,303227.1551,4662.829898,0.111931534,1.558820624,4.669547875,My/oS electrónicos,Asiática
Quanta Computer,2019,19874.76,4589.53,33293.82,-2.332945135,475.46,1.428072838,-9.297977871,2.39228046,8240,24.09638554,77930,427227.2552,6101.116387,0.103596665,1.675180983,4.330456496,My/oS electrónicos,Asiática
Quanta Computer,2020,22444.3,5081.24,36880.75,10.77356098,775.38,2.102397592,63.07996467,3.454685599,11100,34.70873786,90895,405751.1414,8530.502228,0.15259661,1.643212308,4.417091104,My/oS electrónicos,Asiática
Quanta Computer,2021,25607.37,5999.83,40305.95,9.287229788,1341.57,3.328466393,73.02097036,5.238999554,13190,18.82882883,91313,441404.2907,14691.99347,0.223601335,1.573998033,4.268015927,My/oS electrónicos,Asiática
Quanta Computer,2022,27408.19,5928.18,43000.61,6.685514173,1156.04,2.688426978,-13.82931938,4.217863347,9050,-31.38741471,67979,632557.2603,17005.84004,0.195007574,1.568896377,4.623373447,My/oS electrónicos,Asiática
Quanta Computer,2023,22154.73676,5977.75634,34851.07705,-18.95213336,1848.352941,5.303574804,59.88659053,8.342924411,28210,211.7127072,56708,614570.7316,32594.21847,0.309205132,1.573075655,3.70619602,My/oS electrónicos,Asiática
Quanta Computer,2024,28868.31146,6881.913003,43676.64582,25.32366148,1273.720385,2.916250461,-31.08889775,4.412174876,34220,21.30450195,65926,662510.1754,19320.45605,0.185082314,1.51296157,4.194809124,My/oS electrónicos,Asiática
RENAULT,2011,94814.2,31937.1,55416.4,9.383900849,2780.7,5.017828657,-38.71060172,2.932788549,10260,-39.43329398,128000,432940.625,21724.21875,0.087068018,0.584473634,2.968779257,OEM,Neoliberal predominante
RENAULT,2012,98038.2,31911.1,53651,-3.18569954,2255.5,4.204022292,-18.88733053,2.300633835,15690,52.92397661,127086,422162.9448,17747.82431,0.070680735,0.547245869,3.072228786,OEM,Neoliberal predominante
RENAULT,2013,97489.6,30178.2,53211.6,-0.81899685,903.5,1.697938044,-59.94236311,0.926765522,23560,50.15933716,121807,436851.7409,7417.471902,0.02993883,0.545818221,3.230464375,OEM,Neoliberal predominante
RENAULT,2014,101938.75,31122.5,51318.75,-3.557213089,2497.5,4.866642309,176.4250138,2.450000613,21580,-8.404074703,117395,437145.9602,21274.33025,0.080247409,0.503427303,3.275403647,OEM,Neoliberal predominante
RENAULT,2015,99665.5,31321.4,49859.7,-2.843112897,3256,6.530324089,30.37037037,3.266927874,29580,37.07136237,117395,424717.407,27735.42314,0.103954485,0.500270405,3.182025708,OEM,Neoliberal predominante
RENAULT,2016,129322.4,31062.8,54317.58,8.94084802,3755.58,6.914115099,15.34336609,2.904044466,26100,-11.76470588,156466,347152.6082,24002.5309,0.120902816,0.420016795,4.163256371,OEM,Neoliberal predominante
RENAULT,2017,107680.9,32422.5,67585.5,24.42656687,5991.5,8.865067211,59.53594385,5.564125114,28970,10.99616858,124849,541337.9362,47989.97189,0.18479451,0.627646129,3.321178194,OEM,Neoliberal predominante
RENAULT,2018,107680.9,32422.5,66584,-1.481826723,4003.16,6.012195122,-33.18601352,3.717613802,18130,-37.41801864,124849,533316.246,32064.01333,0.123468579,0.6183455,3.321178194,OEM,Neoliberal predominante
RENAULT,2019,131440.4,40629.1,61090.7,-8.250180223,20.9,0.034211427,-99.47791245,0.015900743,13750,-24.15885273,183002,333825.3134,114.2064021,0.00051441,0.464778713,3.235129501,OEM,Neoliberal predominante
RENAULT,2020,141638.9,30316,47821.4,-21.7206547,8850.6,18.50761375,42247.36842,6.2487071,12800,-6.909090909,170158,281041.15,52014.01051,0.291944848,0.337628999,4.672084048,OEM,Neoliberal predominante
RENAULT,2021,141638.9,30316,55440,15.93136127,1160.4,2.093073593,-86.88902447,0.819266459,10070,-21.328125,170158,325814.8309,6819.544188,0.038276818,0.391417894,4.672084048,OEM,Neoliberal predominante
RENAULT,2022,129322.4,31062.8,48720,-12.12121212,-735,-1.50862069,-163.3402275,-0.568347015,9660,-4.071499503,156466,311377.5517,-4697.506167,-0.023661743,0.376732878,4.163256371,OEM,Neoliberal predominante
RENAULT,2023,134650.98,32860.61,56621.56,16.2183087,2376.17,4.196581655,-423.2884354,1.764688233,11920,23.39544513,105497,536712.5132,22523.57887,0.072310587,0.420506111,4.097640914,OEM,Neoliberal predominante
RENAULT,2024,133946.99,31382.27,60811.07,7.399142659,813.24,1.3373223,-65.77517602,0.607135703,14060,17.95302013,98636,616520.0333,8244.859889,0.025913995,0.453993554,4.268237766,OEM,Neoliberal predominante
Renesas,2011,14366.4,3560.9,14277.3,17.96496736,-1442.9,-10.10625258,-8.083832335,-10.04357389,2520,-39.42307692,19160,745161.7954,-75307.93319,-0.405206549,0.993798029,4.034485664,Semiconductores,Asiática
Renesas,2012,10751.7,2731.1,11063.6,-22.50915789,-784.3,-7.089012618,-45.64418879,-7.294660379,1470,-41.66666667,19160,577432.1503,-40934.238,-0.287173666,1.029009366,3.936765406,Semiconductores,Asiática
Renesas,2013,6855.5,683.4,8051.2,-27.22802704,-1717.2,-21.32849762,118.9468316,-25.0485012,9850,570.0680272,19160,420208.7683,-89624.21712,-2.512730465,1.174414704,10.03146035,Semiconductores,Asiática
Renesas,2014,7425.6,2027.4,7869.6,-2.255564388,-50.1,-0.63662702,-97.08245982,-0.674692954,11480,16.54822335,19160,410730.6889,-2614.822547,-0.024711453,1.059793148,3.662622078,Semiconductores,Asiática
Renesas,2015,6940.1,2556.8,6535.3,-16.95511843,680.7,10.4157422,-1458.682635,9.80821602,10650,-7.229965157,19160,341090.8142,35527.13987,0.266231227,0.94167231,2.714369524,Semiconductores,Asiática
Renesas,2016,7562.5,3860.7,5869.2,-10.19234006,499.8,8.515640973,-26.57558396,6.60892562,13300,24.88262911,19160,306325.6785,26085.59499,0.129458388,0.776092562,1.958841661,Semiconductores,Asiática
Renesas,2017,10128.4,5132.8,6957,18.53404212,688.3,9.893632313,37.71508603,6.795742664,19390,45.78947368,20500,339365.8537,33575.60976,0.134098348,0.686880455,1.97326995,Semiconductores,Asiática
Renesas,2018,9555.4,5416.1,6850.5,-1.530832255,0.4,0.00583899,-99.94188581,0.004186115,7560,-61.01083032,19600,349515.3061,20.40816327,7.38539E-05,0.716924462,1.764258415,Semiconductores,Asiática
Renesas,2019,15300.9,5700.8,6587.8,-3.834756587,-57.9,-0.878897356,-14575,-0.378409113,11780,55.82010582,19000,346726.3158,-3047.368421,-0.010156469,0.430549837,2.68399172,Semiconductores,Asiática
Renesas,2020,15069.8,5776,6703.2,1.751722882,427.3,6.374567371,-837.9965458,2.835472269,18120,53.82003396,18753,357446.8085,22785.68762,0.073978532,0.44481015,2.609037396,Semiconductores,Asiática
Renesas,2021,22089.4,10470.7,9048.6,34.98925886,1088.3,12.02727494,154.6922537,4.926797468,24020,32.5607064,20856,433860.7595,52181.62639,0.103937655,0.409635391,2.109639279,Semiconductores,Asiática
Renesas,2022,21376.6,11658.6,11408.5,26.08027761,1950.7,17.09865451,79.24285583,9.125398801,15840,-34.0549542,21017,542822.477,92815.33996,0.167318546,0.533691045,1.833547767,Semiconductores,Asiática
Renesas,2023,22540.94662,14245.92883,10458.46975,-8.327389658,2399.188612,22.94014965,22.99116277,10.64369058,31900,101.3888889,21204,493230.9824,113147.9255,0.168412228,0.46397651,1.582272865,Semiconductores,Asiática
Renesas,2024,29542.34211,16693.30263,8871.572368,-15.17332287,1441.342105,16.24674912,-39.92376848,4.878902628,23430,-26.55172414,22711,390628.8745,63464.49321,0.086342537,0.300300238,1.769712247,Semiconductores,Asiática
Robert Bosch,2011,71000.8,34364.2,66942.2,8.961256057,2366,3.534392356,-26.87826436,3.332356819,34992.1,2.568303929,302519,221282.6302,7820.996367,0.068850723,0.942837264,2.066126958,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2012,68394.3,34295.3,58113.9,-13.18794423,2995.2,5.154016509,26.59340659,4.379312311,34970,-0.063157113,305877,189991.0748,9792.171363,0.087335582,0.849689228,1.994276184,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2013,72442.5,34795.8,59888.4,3.053486343,1626.3,2.715550925,-45.703125,2.244952894,35991.8,2.921933086,300000,199628,5421,0.046738399,0.826702557,2.081932302,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2014,77405,35398.75,61188.75,2.171288597,3296.25,5.387019673,102.6840066,4.258445837,36926.25,2.596285821,290200,210850.2757,11358.54583,0.093117695,0.79050126,2.186659133,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2015,84992.6,36131.7,77667.7,26.9313395,3890.7,5.00941833,18.03412969,4.577692646,37866.4,2.546020785,374800,207224.3863,10380.73639,0.107681067,0.913817203,2.352300058,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2016,86787.5,36501.1,77516.74,-0.194366513,2516.44,3.24631815,-35.32166448,2.899541985,38249.04,1.010500074,389281,199127.9821,6464.327825,0.068941484,0.893178626,2.37766807,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2017,94150.5,39600.25,89775.9,15.81485496,3788.1,4.219506571,50.53408784,4.023451814,43184.8,12.90427158,402166,223230.9544,9419.244789,0.095658487,0.953536094,2.377522869,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2018,97038.64,43149.68,91019.4,1.385115605,4145.84,4.554897088,9.443784483,4.272359959,45444.16,5.231840833,409881,222062.989,10114.74062,0.096080434,0.937970689,2.248884349,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2019,96647.1,42884.6,78643.4,-13.59710128,2266,2.881360674,-45.34280146,2.344612513,45186.9,-0.566101343,398150,197522.0394,5691.322366,0.052839481,0.813717121,2.253655158,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2020,100505.9,42051.9,18079.6,-77.01065824,823.9,4.557069847,-63.6407767,0.81975287,44182.6,-2.2225468,395034,45767.19979,2085.643261,0.019592456,0.179885957,2.390044207,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2021,117267.6,50324.4,94497.6,422.6752804,2998.8,3.173413928,263.9762107,2.557228083,53164.8,20.32972256,402614,234710.169,7448.325195,0.059589384,0.80582872,2.330233445,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2022,105259.35,46452,92611.05,-1.996399909,1929.9,2.0838766,-35.6442577,1.833471326,49063.35,-7.714596876,421338,219802.2728,4580.408128,0.041546112,0.879836803,2.265981013,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2023,119648.77,50290.48,99020.71,6.921053157,2271.31,2.293772687,17.69055391,1.898314542,50290.48,2.501113357,429416,230593.8996,5289.299886,0.045163816,0.827594885,2.37915347,My/oS electrónicos,Neoliberal predominante
Robert Bosch,2024,116759.16,48942.85,97701.96,-1.331792107,850,0.869992782,-62.57666281,0.727994275,48942.85,-2.679692061,417859,233815.6172,2034.178993,0.017367195,0.836781971,2.385622415,My/oS electrónicos,Neoliberal predominante
SAIC,2011,49301.1,20596.7,67275.9,24.52850096,3128.9,4.650848224,29.23464541,6.346511538,24710,20.4778157,5379,12507138.87,581688.0461,0.151912685,1.364592271,2.393640729,OEM,Asiática
SAIC,2012,50275.5,22983,76233.4,13.31457476,3289.1,4.314513061,5.120010227,6.542152738,31190,26.22420073,144955,525910.7999,22690.49015,0.143110125,1.516313115,2.187508158,OEM,Asiática
SAIC,2013,60776.3,26307.3,92034.1,20.72674182,4034.6,4.383809914,22.66577483,6.638442946,25760,-17.4094261,144955,634914.9736,27833.46556,0.153364275,1.514309032,2.310244685,OEM,Asiática
SAIC,2014,67327.3,30022.6,102239.7,11.08893334,4539.7,4.440251683,12.51920884,6.742732888,38220,48.36956522,144955,705320.2718,31317.99524,0.151209422,1.518547454,2.242553943,OEM,Asiática
SAIC,2015,81434.8,33571.1,106713.4,4.375697503,4742.2,4.443865531,4.460647179,5.823308954,36090,-5.57299843,151820,702894.2168,31235.67382,0.141258404,1.310415203,2.425741188,OEM,Asiática
SAIC,2016,88962.4,35432.7,112384.7,5.314515328,4820.1,4.288929009,1.642697482,5.418131705,37220,3.131061236,163817,686038.0791,29423.68619,0.136035357,1.26328314,2.510742901,OEM,Asiática
SAIC,2017,107080.6,40270.8,126978,12.98513054,5092.6,4.010616012,5.65340968,4.755856803,57310,53.9763568,171395,740850.0831,29712.65206,0.126458873,1.185817039,2.659013479,OEM,Asiática
SAIC,2018,118440,43080.7,134305.7,5.770842193,5448.5,4.056789846,6.988571653,4.60021952,45300,-20.95620311,180749,743050.8606,30144.01186,0.126471947,1.133955589,2.749258949,OEM,Asiática
SAIC,2019,122947.5,43548.8,119646.5,-10.91480108,3706.3,3.097708667,-31.97577315,3.014538726,39880,-11.96467991,217511,550071.0309,17039.598,0.085106823,0.973151142,2.823212121,OEM,Asiática
SAIC,2020,133167.5,44906.2,104725,-12.47132177,2959.2,2.825686321,-20.15756954,2.222163816,43780,9.779338014,216360,484031.2442,13677.20466,0.065897359,0.786415604,2.965459113,OEM,Asiática
SAIC,2021,142140.9,50965.9,117801.6,12.48660778,3803.1,3.228394181,28.51784266,2.675584578,37820,-13.61352216,204815,575160.999,18568.46422,0.074620482,0.828766386,2.788941233,OEM,Asiática
SAIC,2022,147140.3,49977.7,107146.3,-9.045123326,2395.2,2.235448168,-37.01979964,1.627834115,24130,-36.19777895,215999,496049.9817,11088.94023,0.047925375,0.728191393,2.944119077,OEM,Asiática
SAIC,2023,141825.68,40339.08,105195.68,-1.820520167,1992.61,1.894193754,-16.80819973,1.404971229,22270,-7.708246995,149505,703626.5008,13328.04923,0.049396516,0.741725194,3.515838239,OEM,Asiática
SAIC,2024,131128.11,39433.93,87223.92,-17.08412361,231.6,0.265523494,-88.37705321,0.176621168,31420,41.08666367,134323,649359.5289,1724.20211,0.005873115,0.665180944,3.325261013,OEM,Asiática
Samsung Electronics,2011,135131.8019,84744.1019,148944.4019,11.3019,12059.1019,8.096378075,-11.8001,8.923955524,130660,19.52067325,221726,671749.8259,54387.40563,0.142300191,1.102215761,1.594586512,My/oS electrónicos,Asiática
Samsung Electronics,2012,169154.6,109387.7,178554.8,19.88016852,20585.7,11.52906559,70.7,12.16975477,208130,59.29129037,236000,756588.1356,87227.54237,0.188190263,1.055571649,1.546376786,My/oS electrónicos,Asiática
Samsung Electronics,2013,202876.2,136886.5019,208938.4,17.01640057,27245.3,13.03987204,32.35061232,13.42952007,189440,-8.979964445,286000,730553.8462,95263.28671,0.199035695,1.029881277,1.482076006,My/oS electrónicos,Asiática
Samsung Electronics,2014,209666,147572.1,195845.3,-6.266488113,21922.7,11.19388619,-19.53584655,10.45601099,176450,-6.857052365,307000,637932.5733,71409.44625,0.148555858,0.934082302,1.420769915,My/oS electrónicos,Asiática
Samsung Electronics,2015,206585,147468,177440.2,-9.397774672,16531.9,9.316885351,-24.59003681,8.002468717,153770,-12.85349957,319000,556238.8715,51824.13793,0.112104999,0.858921025,1.400880191,My/oS electrónicos,Asiática
Samsung Electronics,2016,217103.6,154375.9,173957.3,-1.962858473,19316.5,11.10416177,16.84379896,8.897365129,203990,32.65916629,325000,535253.2308,59435.38462,0.125126396,0.801264005,1.40633091,My/oS electrónicos,Asiática
Samsung Electronics,2017,266783.176,189634.824,211811.887,21.76084993,37297.884,17.60896639,93.08820956,13.98059824,319260,56.50767194,309630,684080.635,120459.5291,0.196682673,0.793947693,1.406825869,My/oS electrónicos,Asiática
Samsung Electronics,2018,304165.3,215173.4,221579.4,4.611409274,39895.2,18.00492284,6.963708719,13.11628907,230360,-27.84564305,309630,715626.3928,128847.9798,0.185409535,0.728483492,1.413582255,My/oS electrónicos,Asiática
Samsung Electronics,2019,304907.5,220457.9,197704.6,-10.77482835,18453.3,9.333773721,-53.74556338,6.052097767,319730,38.79579788,287439,687814.1101,64199.01266,0.083704417,0.648408452,1.383064522,My/oS electrónicos,Asiática
Samsung Electronics,2020,347991.8,246267.2,200734.4,1.532488369,22116.4,11.01774285,19.85065002,6.355437111,500830,56.6415413,267937,749185.0696,82543.28443,0.089806519,0.576836581,1.413065971,My/oS electrónicos,Asiática
Samsung Electronics,2021,358981.8,249270.2,244334.9,21.72049235,34293.5,14.03544889,55.05914163,9.552991266,442070,-11.73252401,266673,916234.1144,128597.5708,0.137575611,0.680633113,1.440131231,My/oS electrónicos,Asiática
Samsung Electronics,2022,347077.7918,274401.5,234129.3,-4.176889998,42397.7,18.10866901,23.63188359,12.2156188,293000,-33.72090393,270372,865952.4655,156812.4658,0.154509724,0.674572979,1.264853843,My/oS electrónicos,Asiática
Samsung Electronics,2023,349353.2414,278680.3563,198418.0031,-15.25280985,11867.50958,5.981064921,-72.00907224,3.396994266,401540,37.0443686,267860,740752.6434,44304.89651,0.042584665,0.5679581,1.253598373,My/oS electrónicos,Asiática
Samsung Electronics,2024,378332.3147,295729.4632,221228.6051,11.49623609,25331.87574,11.45054263,113.4557008,6.695668002,242970,-39.49046172,262647,842303.9484,96448.37266,0.085658951,0.584746786,1.279318978,My/oS electrónicos,Asiática
Sanmina SCI Systems,2011,3353.973,770.517,6093.334,-3.566514014,68.917,1.131022852,-43.71135705,2.054786965,750,-17.58241758,45505,133904.7138,1514.492913,0.089442543,1.816751059,4.352886439,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2012,3167.786,963.781,6602.411,8.354654447,180.234,2.72982097,161.5232816,5.68958888,900,20,44879,147115.8225,4015.998574,0.187007214,2.084235172,3.286831759,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2013,2995.848,1091.564,5917.124,-10.37934476,79.351,1.341040005,-55.97334576,2.648699133,1400,55.55555556,40909,144641.1303,1939.695422,0.072694776,1.975108216,2.744546357,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2014,3313.089,1246.755,6215.106,5.035926237,197.165,3.172351365,148.4719789,5.951092772,1940,38.57142857,43101,144198.6497,4574.487831,0.158142538,1.875924854,2.657369732,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2015,3493.264,1520.471,6374.541,2.565282072,377.261,5.918245722,91.34278396,10.79967045,1610,-17.01030928,43854,145358.2569,8602.658822,0.248121141,1.824809405,2.297488081,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2016,3625.222,1609.803,6481.181,1.672904763,187.838,2.898206361,-50.21006677,5.181420614,2690,67.08074534,45397,142766.7247,4137.674296,0.116683843,1.787802513,2.251966234,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2017,3847.363,1647.684,6868.619,5.977891992,138.833,2.021265119,-26.08897028,3.608523552,2370,-11.89591078,47000,146140.8298,2953.893617,0.084259482,1.785279684,2.33501266,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2018,4085.133,1472.844,7110.13,3.516150772,-95.533,-1.34361819,-168.8114497,-2.338552992,1640,-30.80168776,47000,151279.3617,-2032.617021,-0.064862945,1.740489233,2.773635904,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2019,3905.513,1642.573,8233.859,15.80461961,141.515,1.718695936,-248.1320591,3.623467647,2410,46.95121951,43000,191485.093,3291.046512,0.086154466,2.108265675,2.377680018,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2020,3772.656,1629.916,6960.37,-15.46649026,139.713,2.007263982,-1.273363248,3.703306106,2070,-14.10788382,37000,188118.1081,3776.027027,0.085717914,1.844952203,2.314632165,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2021,4206.719,1878.628,6756.643,-2.926956469,268.998,3.981237428,92.53612763,6.394484633,2660,28.50241546,35000,193046.9429,7685.657143,0.14318854,1.606155058,2.239250666,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2022,4859.5,1861.269,7890.475,16.78099612,256.121,3.245951606,-4.787024439,5.270521659,3290,23.68421053,34000,232072.7941,7532.970588,0.13760558,1.623721576,2.610853133,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2023,4873.97,2168.95,8935.05,13.23842988,309.97,3.469146787,21.02482811,6.359702665,2910,-11.55015198,34000,262795.5882,9116.764706,0.142912469,1.833218095,2.247156458,My/oS electrónicos,Neoliberal predominante
Sanmina SCI Systems,2024,4822.85,2196.62,7568.33,-15.2961651,222.54,2.940410896,-28.20595542,4.614284085,4130,41.92439863,37000,204549.4595,6014.594595,0.101310195,1.569265061,2.195577751,My/oS electrónicos,Neoliberal predominante
Schneider Electric,2011,46576.4,20608.9,29048.5,0,2440.1,8.400089505,0,5.238919281,28440,-28.59653527,140491,206764.1344,17368.37235,0.118400303,0.623674221,2.260013877,My/oS electrónicos,Neoliberal predominante
Schneider Electric,2012,46995,21648.9,31129.8,7.164913851,2470,7.934519335,1.225359616,5.255878285,40280,41.63150492,152384,204285.2268,16209.05082,0.114093557,0.662406639,2.17078004,My/oS electrónicos,Neoliberal predominante
Schneider Electric,2013,48553.7,22374.3,30409.6,-2.313538796,2580.5,8.485807114,4.473684211,5.314733996,48500,20.40714995,163033,186524.2006,15828.08388,0.115333217,0.626308603,2.170065656,My/oS electrónicos,Neoliberal predominante
